date,location,vaccine,total_vaccinations,source_url,people_vaccinated,people_fully_vaccinated
2021-02-23,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3284678,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210224.ods,2063495,1221183.0
2021-02-24,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3436158,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210225.ods,2204376,1231782.0
2021-02-25,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3605635,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210226.ods,2361852,1243783.0
2021-02-28,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3829465,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210301.ods,2567617,1261848.0
2021-03-01,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",3908734,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210302.ods,2642034,1266700.0
2021-03-02,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4059320,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods,2772318,1287002.0
2021-03-03,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4229092,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods,2920179,1308913.0
2021-03-04,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4471577,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210305.ods,3129092,1342485.0
2021-03-07,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4712191,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods,3328703,1383488.0
2021-03-08,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4848648,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210309.ods,3436412,1412236.0
2021-03-09,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",4989505,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210310.ods,3541667,1447838.0
2021-03-10,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5172106,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210311.ods,3668848,1503258.0
2021-03-11,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5352767,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods,3769523,1583244.0
2021-03-15,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5644895,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,3951221,1693674.0
2021-03-16,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5742218,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,4013681,1728537.0
2021-03-17,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5857085,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,4052470,1804615.0
2021-03-18,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",5993363,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,4106550,1886813.0
2021-03-22,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",6321908,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,4211040,2110868.0
2021-03-23,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",6409196,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,4252598,2156598.0
2021-03-24,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",6620093,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,4343860,2276233.0
2021-03-25,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",6839736,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,4447534,2392202.0
2021-03-26,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",7067371,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,4561529,2505842.0
2021-03-29,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",7571439,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,4967230,2604209.0
2021-03-30,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",7736611,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,5092535,2644076.0
2021-03-31,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",8035160,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,5314076,2721084.0
2021-04-01,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",8342155,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,5545140,2797015.0
2021-04-03,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",8548598,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,5707450,2841148.0
2021-04-05,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",8743694,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,5890888,2852806.0
2021-04-06,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",9021001,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,6118710,2902291.0
2021-04-07,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",9357847,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,6416016,2941831.0
2021-04-08,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",9811529,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,6791079,3020450.0
2021-04-09,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",10231825,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,7159716,3072109.0
2021-04-12,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",10784997,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,7676560,3108437.0
2021-04-13,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",11073657,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,7937566,3136091.0
2021-04-14,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",11436073,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,8250887,3185186.0
2021-04-15,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",11885085,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,8631548,3253537.0
2021-04-16,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",12330755,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,9002054,3328701.0
2021-04-19,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",12853599,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,9441685,3411914.0
2021-04-20,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",13041032,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,9588913,3452119.0
2021-04-21,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",13497809,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,9886203,3611606.0
2021-04-22,Spain,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",13909964,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,10141949,3768015.0
2021-04-23,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",14266251,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/vacunaCovid19.htm,10405863,3862789.0
2021-04-25,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",14715931,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210426.ods,10796466,3947465.0
2021-04-26,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",14994667,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210427.ods,11013911,4020945.0
2021-04-27,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",15377862,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210428.ods,11261171,4166758.0
2021-04-28,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",15859772,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210429.ods,11520146,4413784.0
2021-04-29,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",16364595,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210430.ods,11763360,4689766.0
2021-05-02,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",17130598,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods,12162359,5098903.0
2021-05-03,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",17430810,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods,12381213,5202297.0
2021-05-04,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",17916566,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods,12686341,5394315.0
2021-05-05,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",18489580,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods,12966552,5696827.0
2021-05-06,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",19048132,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods,13271511,5956451.0
2021-05-09,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",19830624,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods,13797431,6221476.0
2021-05-10,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",20162661,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210511.ods,14028954,6327447.0
2021-05-11,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",20623815,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210512.ods,14318348,6502978.0
2021-05-12,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",21071940,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210513.ods,14555552,6716156.0
2021-05-13,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",21683707,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods,14911306,6976683.0
2021-05-16,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",22313088,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210517.ods,15320846,7213716.0
2021-05-17,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",22587343,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210518.ods,15495889,7323426.0
2021-05-18,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",22973955,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210519.ods,15741247,7469173.0
2021-05-19,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",23503085,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210520.ods,16049843,7697288.0
2021-05-20,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",23962365,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210521.ods,16347683,7865313.0
2021-05-23,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",24534056,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210524.ods,16709939,8130648.0
2021-05-24,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",24876302,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210525.ods,16953205,8250814.0
2021-05-25,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",25280864,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods,17187731,8434233.0
2021-05-26,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",25745178,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210527.ods,17487591,8614678.0
2021-05-27,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",26133689,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210528.ods,17707320,8804363.0
2021-05-30,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",26827637,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210531.ods,18032417,9221285.0
2021-05-31,Spain,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",27119733,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210601.ods,18178604,9405245.0
